materials,Product 1,Product 2,Product 3,Product 4,Product 5,Product 6,Product 7,Product 8,Product 9,Product 10,Product 11,Product 12,Product 13,Product 14,Product 15,Product 16,Product 17,Product 18,Product 19,Product 20,Product 21,Product 22,Product 23,Product 24,Product 25,Product 26,Product 27,Product 28,Product 29,Product 30,Product 31,Product 32,Product 33,Product 34,Product 35,Product 36,Product 37,Product 38,Product 39,Product 40,Product 41,Product 42,Product 43,Product 44,Product 45,Product 46,Product 47,Product 48,Product 49,Product 50,Product 51,Product 52,Product 53,Product 54,Product 55,Product 56,Product 57,Product 58,Product 59,Product 60,Product 61,Product 62,Product 63,Product 64,Product 65,Product 66,Product 67,Product 68,Product 69,Product 70,Product 71,Product 72,Product 73,Product 74,Product 75,Product 76,Product 77,Product 78,Product 79,Product 80,Product 81,Product 82,Product 83,Product 84,Product 85,Product 86,Product 87,Product 88,Product 89,Product 90,Product 91,Product 92,Product 93,Product 94,Product 95,Product 96,Product 97,Product 98,Product 99,Product 100
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.45,0.0,36.97,0.0,42.05,0.0,50.52,0.0,50.7,25.46,0.0,24.68,0.0,0.0,0.0,0.0,54.6,0.0,0.0,0.0,64.35,0.0,0.0,28.82,0.0,35.54,0.0,0.0,0.0,23.33,0.0,47.8,0.0,0.0,0.0,0.0,32.91,30.82,0.0,0.0,0.0,0.0,0.0,0.0,40.33,0.0,0.0,0.0,0.0,0.0,46.58,0.0,52.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.84,0.0,75.2,22.09,0.0,0.0,0.0,0.0,44.5,41.54,0.0,0.0,0.0,43.68,0.0,30.24,0.0,25.04,0.0,45.47,0.0,0.0,24.32,0.0,0.0,30.99,0.0,0.0,0.0,0.0,57.52,0.0
112,0.0,23.55,0.0,0.0,0.0,0.0,0.0,0.0,29.94,0.0,0.0,50.87,0.0,0.0,0.0,16.3,45.68,0.0,0.0,0.0,30.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.74,0.0,0.0,0.0,0.0,0.0,0.0,35.06,34.52,0.0,35.67,50.99,32.54,0.0,24.53,30.92,36.71,0.0,34.15,0.0,0.0,0.0,0.0,0.0,71.78,0.0,34.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.04,52.36,0.0,0.0,0.0,0.0,0.0,0.0,40.39,0.0,48.36,0.0,0.0,0.0,0.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,42.04,0.0,0.0,26.66,0.0,0.0,0.0,31.61,0.0,0.0,0.0,0.0,35.49,0.0,51.91
113,0.0,32.05,0.0,44.06,0.0,47.71,0.0,50.12,36.67,0.0,26.03,33.15,0.0,0.0,45.21,0.0,0.0,0.0,21.5,0.0,22.3,0.0,0.0,46.19,0.0,0.0,0.0,0.0,0.0,43.84,0.0,0.0,52.92,0.0,0.0,0.0,0.0,0.0,44.76,0.0,0.0,0.0,30.15,0.0,52.63,32.9,0.0,0.0,0.0,32.18,0.0,0.0,45.46,0.0,0.0,0.0,43.64,0.0,0.0,0.0,0.0,0.0,65.5,0.0,0.0,0.0,0.0,0.0,40.01,0.0,34.03,0.0,24.05,52.81,0.0,0.0,38.79,0.0,43.13,0.0,0.0,75.07,45.8,0.0,45.71,0.0,27.45,0.0,0.0,0.0,0.0,0.0,29.4,0.0,0.0,50.37,0.0,0.0,32.04,0.0
114,0.0,0.0,33.48,0.0,33.83,0.0,0.0,0.0,0.0,44.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.29,66.7,0.0,36.87,0.0,0.0,41.21,0.0,0.0,25.84,0.0,0.0,18.77,0.0,0.0,0.0,28.13,44.38,0.0,29.14,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,30.8,0.0,0.0,0.0,0.0,0.0,0.0,38.13,0.0,0.0,0.0,0.0,0.0,0.0,34.18,60.64,0.0,0.0,0.0,47.1,0.0,0.0,0.0,27.61,30.12,0.0,0.0,0.0,0.0,0.0,77.54,0.0,0.0,0.0,31.27,0.0,24.05,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,52.58,0.0,0.0,67.02,45.75,26.26,0.0,0.0,0.0,49.12,30.42,0.0,22.84,0.0,0.0,25.37,22.84,46.49,0.0,0.0,49.26,0.0,0.0,50.05,33.86,0.0,38.02,0.0,38.84,0.0,27.91,0.0,28.42,36.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.02,0.0,40.65,48.29,55.42,26.31,0.0,0.0,50.16,0.0,0.0,0.0,52.19,0.0,26.4,0.0,0.0,0.0,0.0,51.63,41.58,48.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,0.0,0.0,50.28,0.0,0.0,22.54,26.09,0.0,0.0,0.0,0.0,51.12,22.55,0.0,0.0,0.0,0.0,61.45
116,0.0,0.0,32.34,0.0,44.22,0.0,0.0,0.0,21.75,0.0,0.0,28.88,0.0,0.0,61.88,0.0,0.0,0.0,0.0,65.2,46.14,0.0,39.51,0.0,0.0,51.77,32.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.68,0.0,0.0,34.86,0.0,0.0,0.0,34.02,0.0,0.0,0.0,38.89,0.0,0.0,39.2,0.0,0.0,0.0,0.0,30.83,0.0,34.82,0.0,0.0,0.0,0.0,0.0,44.47,0.0,31.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.21,0.0,0.0,38.44,0.0,31.69,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,54.16,41.5,0.0,0.0,0.0,0.0,47.55,0.0
117,60.86,25.7,0.0,0.0,29.59,0.0,0.0,30.7,0.0,57.67,0.0,0.0,0.0,0.0,0.0,0.0,43.83,0.0,0.0,0.0,41.63,45.07,59.1,0.0,29.02,38.89,0.0,0.0,0.0,50.55,0.0,0.0,26.92,0.0,31.7,0.0,0.0,32.12,0.0,36.75,26.0,0.0,49.88,0.0,28.98,0.0,0.0,0.0,53.28,0.0,0.0,0.0,0.0,0.0,73.03,0.0,0.0,43.08,0.0,0.0,0.0,40.97,54.33,0.0,0.0,0.0,0.0,0.0,0.0,67.88,30.12,0.0,0.0,47.0,0.0,68.08,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.44,0.0,0.0,34.52,0.0,22.34,0.0,0.0,0.0,0.0,0.0,57.1,0.0,0.0,0.0
118,33.11,0.0,44.51,25.23,0.0,0.0,46.16,41.88,0.0,0.0,58.6,39.58,0.0,0.0,0.0,0.0,0.0,0.0,39.01,42.41,27.29,0.0,39.85,0.0,0.0,21.03,58.96,49.64,0.0,43.95,0.0,0.0,0.0,0.0,36.72,54.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.56,0.0,0.0,41.38,0.0,0.0,0.0,43.47,43.33,0.0,0.0,23.65,23.85,54.51,0.0,30.95,0.0,0.0,24.37,0.0,51.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.55,0.0,47.73,0.0,53.14,0.0,24.1,0.0,0.0,0.0,29.27,64.22,0.0,56.99,0.0,22.42,0.0,0.0,58.26,0.0,29.59,40.17,60.56,33.74,23.48
119,0.0,0.0,0.0,0.0,0.0,0.0,57.24,0.0,29.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.68,0.0,0.0,0.0,39.71,0.0,0.0,0.0,49.99,40.68,0.0,0.0,0.0,28.17,0.0,0.0,0.0,0.0,28.24,0.0,0.0,18.9,36.31,28.56,0.0,23.83,0.0,0.0,0.0,0.0,22.81,72.39,19.01,0.0,0.0,0.0,39.07,0.0,0.0,0.0,0.0,0.0,49.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.02,0.0,0.0,0.0,38.66,21.78,34.27,36.97,0.0,0.0,21.31,0.0,0.0,0.0,0.0,35.43,0.0,0.0,0.0,0.0,0.0,0.0,45.14,0.0,34.18,0.0,30.93,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,31.44,24.14,0.0,0.0,0.0,0.0,0.0,23.85,0.0,0.0,0.0,0.0,19.6,0.0,0.0,49.08,0.0,0.0,0.0,0.0,38.52,51.85,0.0,32.49,0.0,28.17,0.0,0.0,43.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,39.99,0.0,36.34,26.9,0.0,41.08,0.0,0.0,0.0,0.0,0.0,64.3,0.0,48.11,0.0,38.78,0.0,0.0,67.79,0.0,40.67,0.0,0.0,0.0,37.46,40.41,29.45,62.35,44.86,0.0,0.0,38.39,0.0,30.81,47.76,0.0,0.0,0.0,0.0,0.0,60.29,0.0,0.0,0.0,0.0,0.0,0.0,31.37,31.82,55.87,64.97,42.29
121,0.0,65.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,0.0,25.76,0.0,0.0,0.0,0.0,0.0,0.0,23.61,0.0,0.0,0.0,0.0,0.0,37.81,0.0,32.87,0.0,0.0,30.29,36.67,0.0,0.0,39.28,38.36,23.62,0.0,0.0,44.97,0.0,25.89,0.0,0.0,0.0,43.38,0.0,0.0,50.12,0.0,0.0,0.0,47.5,0.0,14.83,0.0,32.98,0.0,27.54,0.0,20.88,0.0,0.0,0.0,0.0,0.0,0.0,29.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.46,0.0,0.0,0.0,0.0,40.1,0.0,0.0,30.84,39.22,0.0,0.0,0.0,24.56,33.5,40.58,0.0,0.0,0.0,0.0,0.0,27.94,0.0
122,0.0,0.0,0.0,33.86,0.0,0.0,0.0,0.0,0.0,0.0,45.64,36.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.79,0.0,0.0,50.24,0.0,32.73,0.0,46.94,55.63,44.44,25.0,42.95,37.95,40.58,0.0,59.13,0.0,50.96,0.0,49.07,0.0,0.0,0.0,51.91,37.12,0.0,0.0,50.22,0.0,0.0,0.0,0.0,0.0,52.42,0.0,0.0,30.86,31.58,0.0,0.0,0.0,0.0,26.98,0.0,0.0,0.0,37.07,0.0,0.0,37.85,27.11,0.0,0.0,46.11,34.76,31.22,0.0,0.0,0.0,0.0,0.0,30.5,0.0,32.81,0.0,0.0,60.88,0.0,0.0,42.25,38.92,46.12,31.27,0.0,0.0,0.0,21.05,0.0,0.0,0.0,0.0
123,0.0,0.0,29.29,0.0,0.0,0.0,0.0,0.0,35.32,0.0,0.0,59.02,0.0,0.0,0.0,53.12,0.0,79.78,56.63,35.85,0.0,0.0,30.21,45.06,28.52,38.39,0.0,0.0,0.0,0.0,33.05,0.0,0.0,0.0,50.56,0.0,0.0,0.0,0.0,66.35,0.0,0.0,37.71,57.0,40.86,0.0,0.0,0.0,0.0,27.75,0.0,0.0,0.0,0.0,36.18,0.0,0.0,0.0,0.0,41.46,0.0,0.0,0.0,0.0,0.0,35.64,0.0,32.02,0.0,0.0,0.0,0.0,0.0,61.99,40.88,0.0,0.0,0.0,42.39,40.08,0.0,0.0,0.0,45.08,0.0,0.0,50.7,0.0,0.0,0.0,0.0,34.12,0.0,0.0,46.62,0.0,0.0,0.0,0.0,31.84
124,26.57,0.0,0.0,39.64,47.08,0.0,0.0,0.0,0.0,0.0,0.0,25.09,0.0,0.0,32.53,50.37,0.0,33.3,0.0,0.0,0.0,0.0,40.56,33.18,0.0,0.0,0.0,0.0,0.0,56.08,54.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.01,0.0,31.6,51.44,29.39,0.0,0.0,37.35,0.0,0.0,0.0,0.0,54.93,0.0,0.0,56.6,31.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.68,41.67,0.0,0.0,0.0,0.0,0.0,45.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,0.0,25.92,0.0,18.0,41.62,0.0,0.0,0.0,0.0,0.0,27.06,0.0,0.0,0.0,42.35,0.0,0.0,48.78
125,0.0,27.82,0.0,0.0,48.81,0.0,0.0,0.0,0.0,37.2,26.15,0.0,32.11,36.09,65.42,40.58,0.0,0.0,0.0,36.58,0.0,34.92,0.0,46.22,0.0,0.0,42.66,0.0,42.68,37.97,0.0,0.0,48.01,33.89,0.0,0.0,0.0,44.73,0.0,0.0,30.58,27.34,51.68,0.0,0.0,58.25,0.0,0.0,0.0,15.78,44.45,0.0,0.0,37.4,0.0,46.46,0.0,0.0,46.55,30.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.9,0.0,0.0,47.7,63.17,0.0,24.23,28.95,0.0,29.42,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.56,0.0,46.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.95,0.0
126,0.0,0.0,0.0,38.37,57.15,0.0,0.0,0.0,0.0,0.0,22.58,0.0,0.0,0.0,0.0,0.0,44.81,20.81,0.0,51.44,0.0,62.39,0.0,0.0,0.0,30.56,55.29,0.0,0.0,0.0,0.0,0.0,0.0,80.58,0.0,0.0,0.0,0.0,0.0,52.73,47.93,28.71,0.0,0.0,30.21,0.0,0.0,0.0,40.07,0.0,24.9,41.22,28.07,0.0,22.53,24.36,0.0,0.0,0.0,48.26,0.0,61.84,0.0,0.0,58.1,37.45,36.3,0.0,45.14,0.0,41.59,0.0,45.72,0.0,0.0,0.0,0.0,42.43,55.76,51.57,0.0,22.36,0.0,0.0,50.67,0.0,0.0,33.42,0.0,45.96,0.0,17.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,17.54,0.0,0.0,47.52,34.65,0.0,0.0,0.0,0.0,25.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.03,46.98,43.78,0.0,0.0,0.0,54.45,0.0,33.19,23.17,78.53,0.0,0.0,0.0,49.3,0.0,0.0,0.0,0.0,60.39,0.0,0.0,34.78,0.0,0.0,46.31,0.0,0.0,29.13,33.32,24.32,0.0,0.0,0.0,0.0,0.0,0.0,37.99,0.0,31.37,54.33,0.0,0.0,0.0,0.0,0.0,38.37,0.0,50.67,0.0,41.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.06,52.02,0.0,0.0,0.0,0.0,0.0,0.0,59.61,0.0,47.37,0.0,0.0,0.0,38.02,0.0,0.0,0.0
128,0.0,0.0,25.67,0.0,54.4,34.35,0.0,0.0,0.0,0.0,0.0,32.86,0.0,46.61,0.0,45.63,0.0,0.0,46.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.01,0.0,62.57,0.0,0.0,62.81,50.06,53.91,0.0,0.0,18.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.04,0.0,0.0,0.0,0.0,26.43,34.65,36.82,0.0,0.0,0.0,38.91,0.0,0.0,0.0,0.0,0.0,0.0,55.54,0.0,0.0,49.98,0.0,0.0,0.0,0.0,0.0,39.4,28.36,0.0,45.41,0.0,0.0,0.0,0.0,0.0,44.51,47.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.01,45.72,14.34
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.51,0.0,0.0,0.0,0.0,39.69,0.0,34.93,32.47,59.18,0.0,40.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.92,41.27,0.0,0.0,0.0,0.0,0.0,0.0,20.84,0.0,52.77,0.0,0.0,46.97,0.0,35.6,0.0,0.0,0.0,0.0,0.0,36.71,0.0,0.0,0.0,61.8,35.61,0.0,0.0,0.0,50.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.52,0.0,0.0,50.19,0.0,0.0,0.0,0.0,0.0,48.71,46.91,0.0,0.0,0.0,0.0,43.34,48.15,0.0,0.0,0.0,0.0,30.75,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,22.33,0.0,0.0,0.0,31.36,0.0,0.0,61.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.24,43.86,0.0,26.43,0.0,40.07,47.43,38.28,0.0,0.0,25.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.08,0.0,41.1,33.72,0.0,0.0,34.87,24.6,25.38,0.0,45.92,0.0,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.29,29.68,0.0,0.0,37.75,34.93,38.06,0.0,0.0,0.0,29.31,0.0,0.0,31.1,0.0,0.0,0.0,53.82,25.73,24.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.15,0.0,44.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.18,21.81,0.0,0.0,29.62,53.32,0.0,0.0,0.0,30.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,0.0,33.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.56,0.0,0.0,0.0,0.0,0.0,44.3,53.11,24.17,0.0,27.62,0.0,0.0,0.0,0.0,50.38,31.95,0.0,0.0,47.57,61.55,0.0,0.0,0.0,70.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.51,35.27,0.0,0.0,33.44,54.43,0.0,0.0,30.14,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,23.87,0.0,47.3,0.0,0.0,0.0,0.0,42.83,0.0,33.4,0.0,0.0,0.0
132,0.0,0.0,0.0,41.89,0.0,0.0,36.47,0.0,48.49,42.55,0.0,0.0,0.0,0.0,0.0,0.0,39.64,0.0,0.0,0.0,25.86,0.0,31.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.36,0.0,43.66,0.0,0.0,37.35,54.43,0.0,24.69,0.0,0.0,35.08,52.81,26.59,0.0,0.0,26.17,0.0,0.0,0.0,0.0,0.0,0.0,40.94,21.16,43.72,32.52,0.0,41.58,0.0,0.0,0.0,34.43,0.0,0.0,0.0,44.98,0.0,55.84,0.0,34.5,0.0,0.0,58.58,0.0,0.0,32.91,0.0,0.0,34.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.31,0.0,43.85,0.0,0.0,0.0,29.7,0.0,0.0,61.79,0.0,0.0
133,0.0,57.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.74,37.59,0.0,46.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.88,0.0,0.0,0.0,39.25,0.0,40.51,14.97,0.0,0.0,0.0,0.0,0.0,72.28,0.0,0.0,0.0,0.0,48.72,37.69,0.0,0.0,43.98,55.4,0.0,24.76,0.0,38.24,0.0,0.0,0.0,0.0,0.0,0.0,41.82,42.83,0.0,23.09,0.0,46.19,0.0,70.2,0.0,0.0,0.0,0.0,41.53,40.95,0.0,0.0,39.22,0.0,36.74,0.0,48.17,0.0,0.0,0.0,0.0,0.0,0.0,23.28,31.98,0.0,56.35,0.0,0.0,0.0,50.04,0.0,0.0,0.0,30.0,0.0,26.95,45.72,0.0,0.0
134,26.56,0.0,49.18,36.91,0.0,0.0,0.0,45.99,68.16,0.0,0.0,36.07,0.0,0.0,0.0,41.89,0.0,0.0,0.0,0.0,38.1,34.6,0.0,33.02,67.24,0.0,55.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.89,0.0,0.0,0.0,0.0,26.82,0.0,47.07,23.49,0.0,0.0,0.0,68.51,0.0,21.45,37.1,0.0,0.0,0.0,0.0,33.13,0.0,0.0,59.69,0.0,0.0,0.0,0.0,31.27,0.0,43.47,0.0,25.97,36.64,49.45,0.0,0.0,0.0,0.0,46.38,0.0,75.02,0.0,22.93,0.0,0.0,0.0,0.0,0.0,0.0,47.82,0.0,0.0,0.0,0.0,44.35,0.0,55.41,38.75,30.04,0.0,66.75,0.0,0.0,0.0,0.0
135,27.84,62.17,0.0,0.0,42.54,0.0,0.0,0.0,0.0,81.2,0.0,34.9,56.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.03,0.0,0.0,54.63,35.14,67.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.59,39.43,0.0,0.0,35.21,0.0,0.0,37.46,0.0,53.27,0.0,0.0,43.85,0.0,0.0,0.0,50.6,0.0,24.65,0.0,0.0,0.0,0.0,0.0,39.81,0.0,0.0,36.85,0.0,0.0,0.0,54.49,22.64,33.17,0.0,0.0,36.4,0.0,0.0,32.05,0.0,0.0,0.0,0.0,0.0,0.0,42.01,0.0,0.0,60.51,0.0,0.0,0.0,35.71,33.05,0.0,0.0,0.0,51.69,0.0,47.6,55.54,0.0,36.77,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,26.73,45.69,49.92,0.0,0.0,0.0,0.0,29.5,42.09,0.0,0.0,48.34,0.0,24.36,0.0,0.0,28.38,0.0,0.0,0.0,35.58,0.0,27.63,0.0,0.0,0.0,0.0,0.0,43.67,0.0,0.0,0.0,0.0,0.0,0.0,38.73,0.0,66.8,34.01,32.47,0.0,32.47,0.0,45.27,0.0,0.0,0.0,0.0,0.0,39.75,0.0,0.0,0.0,49.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,0.0,0.0,46.64,45.02,0.0,0.0,0.0,30.3,0.0,0.0,32.53,0.0,0.0,0.0,0.0,0.0,42.22,0.0,33.56,0.0,0.0,30.18,0.0
137,0.0,25.47,0.0,0.0,0.0,0.0,0.0,37.46,0.0,35.56,0.0,0.0,0.0,56.35,0.0,0.0,0.0,0.0,25.7,0.0,0.0,65.48,0.0,42.78,0.0,0.0,0.0,0.0,0.0,21.85,0.0,0.0,0.0,23.88,0.0,0.0,0.0,0.0,43.68,35.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.61,0.0,63.33,17.41,0.0,35.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6,35.45,27.54,39.21,38.89,34.85,0.0,0.0,0.0,43.22,0.0,0.0,37.7,49.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.15,34.55,0.0,22.61,0.0,0.0,0.0,0.0,65.76,0.0
138,0.0,0.0,26.57,28.69,0.0,63.1,0.0,0.0,17.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.03,0.0,0.0,0.0,0.0,0.0,50.71,0.0,0.0,0.0,0.0,0.0,20.28,0.0,0.0,45.39,63.86,22.04,35.41,0.0,0.0,0.0,30.84,0.0,0.0,40.04,0.0,0.0,0.0,0.0,0.0,41.33,45.64,56.43,0.0,0.0,46.62,52.88,0.0,0.0,41.97,37.45,0.0,0.0,0.0,0.0,0.0,0.0,48.18,47.09,0.0,0.0,0.0,34.32,0.0,33.38,0.0,52.85,0.0,40.25,0.0,0.0,33.47,0.0,0.0,0.0,0.0,33.58,0.0,53.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.24,0.0,52.0,0.0,0.0,0.0,53.4
139,34.29,0.0,0.0,72.98,0.0,28.9,47.81,49.08,0.0,0.0,0.0,0.0,30.41,38.07,35.91,0.0,36.08,0.0,0.0,34.15,0.0,21.82,0.0,0.0,0.0,31.69,0.0,0.0,0.0,32.93,0.0,33.3,24.48,0.0,0.0,0.0,0.0,52.3,0.0,33.83,54.04,0.0,24.31,0.0,0.0,43.85,0.0,0.0,0.0,0.0,0.0,25.49,0.0,25.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.65,0.0,0.0,0.0,0.0,38.13,0.0,0.0,0.0,0.0,52.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.36,0.0,24.39,0.0,0.0,35.3,31.7,27.76,0.0,0.0
140,0.0,54.3,38.63,43.68,25.83,0.0,0.0,52.0,61.01,36.89,0.0,0.0,25.51,48.66,64.1,0.0,0.0,42.93,0.0,0.0,42.85,0.0,0.0,22.46,0.0,0.0,0.0,0.0,34.95,0.0,0.0,0.0,0.0,39.87,0.0,0.0,0.0,0.0,0.0,48.8,51.02,44.22,0.0,57.63,30.71,0.0,0.0,0.0,0.0,0.0,0.0,45.19,0.0,45.43,0.0,0.0,0.0,0.0,41.74,0.0,0.0,0.0,0.0,28.92,0.0,54.65,0.0,50.62,53.42,32.03,0.0,51.16,0.0,0.0,46.37,48.34,0.0,22.01,0.0,39.78,0.0,44.86,0.0,0.0,77.54,29.2,36.93,0.0,0.0,40.47,0.0,42.74,0.0,39.43,30.97,0.0,56.21,0.0,46.7,52.59
141,0.0,0.0,0.0,47.98,0.0,0.0,0.0,0.0,0.0,0.0,21.11,40.88,0.0,31.11,45.64,0.0,37.01,0.0,0.0,0.0,29.56,0.0,0.0,0.0,0.0,29.41,35.27,0.0,0.0,0.0,33.11,25.18,44.11,19.54,0.0,43.03,44.85,0.0,43.26,48.77,0.0,0.0,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3,51.43,0.0,0.0,0.0,49.54,41.08,38.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.71,0.0,0.0,45.0,0.0,29.19,0.0,0.0,41.92,0.0,50.72,0.0,47.5,0.0,0.0,0.0,0.0,42.56,59.94,60.89,0.0,27.97,0.0,46.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.43,0.0
142,72.43,0.0,0.0,0.0,65.81,0.0,40.63,0.0,35.84,0.0,0.0,0.0,34.85,32.22,20.65,0.0,0.0,34.99,0.0,0.0,0.0,0.0,0.0,0.0,45.49,0.0,0.0,0.0,31.7,53.74,0.0,0.0,29.45,0.0,0.0,33.03,0.0,0.0,0.0,42.24,0.0,78.13,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,32.39,66.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.74,35.7,0.0,0.0,38.25,0.0,0.0,0.0,0.0,53.19,0.0,0.0,43.81,33.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.02,0.0,0.0,34.45,31.92,30.13,34.55
143,0.0,17.35,0.0,0.0,0.0,0.0,0.0,0.0,29.3,0.0,52.76,38.57,0.0,0.0,65.69,28.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.65,79.72,0.0,42.36,0.0,35.2,0.0,0.0,33.92,41.18,0.0,0.0,0.0,29.17,0.0,0.0,0.0,0.0,50.55,0.0,0.0,0.0,0.0,0.0,38.07,21.65,19.28,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,26.31,0.0,0.0,0.0,0.0,0.0,0.0,43.73,43.74,47.29,32.71,0.0,0.0,0.0,0.0,32.86,0.0,37.69,94.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
